Transacton_Id,Account_no,Time_stamp,Amount,Transaction_mode
42c7cf2b8e80c2e,1.04261E+15,11/5/2021 0:26,-33400,NEFT
6fc09a0eb0c7b17,1.03894E+15,3/27/2022 22:31,39700,NEFT
e34a4e9a4eca1d1,1.04901E+15,2/11/2021 4:00,59950,Wire Transfer
cd109cc8c8a8ff5,1.02305E+15,8/25/2021 22:00,-1900,RTGS
48bfa96ef62fc9c,1.05851E+15,3/1/2022 0:28,-2125,NEFT
6cf091a3d47070c,1.05159E+15,5/15/2022 4:59,22825,Wire Transfer
b231372f9d17808,1.02982E+15,2/19/2022 14:03,-48925,Cheque
fb7c1218148ad69,1.05681E+15,2/25/2022 17:21,13375,RTGS
7793d2ec1702090,1.05944E+15,4/8/2021 2:02,19450,NEFT
912574adac8a4f0,1.08963E+15,8/1/2021 15:00,19225,RTGS
08843fc0393eb71,1.0197E+15,1/6/2021 14:06,-18775,RTGS
f04a8af8faf227c,1.04913E+15,10/9/2021 20:32,17650,Cheque
4d54efa52fe1f8c,1.01253E+15,8/1/2022 2:59,41950,RTGS
e9de95328b287e2,1.04633E+15,6/7/2021 22:40,30475,Wire Transfer
eb1650953d2674c,1.09839E+15,2/14/2022 14:32,-9100,Cheque
e331c90c11bae78,1.05981E+15,4/28/2021 17:43,-52075,Cheque
db28670705bf3a3,1.05235E+15,3/28/2021 11:51,29350,Wire Transfer
4a14f39b08b4a70,1.01523E+15,1/2/2021 20:58,-16525,RTGS
231211a4fe349a0,1.01942E+15,8/19/2021 15:15,-28225,Wire Transfer
bee74d201808450,1.06241E+15,1/29/2022 15:47,-51850,Cheque
8636bba492022f9,1.06723E+15,11/1/2021 2:05,-39475,Wire Transfer
e1ba647d6a98469,1.03572E+15,8/4/2022 2:24,-8200,Cheque
205c2ec65e45cd6,1.02833E+15,1/28/2021 9:50,15850,Wire Transfer
6e4e54323d1d3b0,1.07082E+15,11/3/2021 8:34,-35650,NEFT
71c27a7c93c2fa6,1.03749E+15,7/23/2022 15:10,-25525,Wire Transfer
16ae7d3dea6a95b,1.09211E+15,8/6/2022 21:39,-20575,Wire Transfer
c2ce34f1c867e7b,1.03491E+15,6/4/2021 12:21,-39925,Wire Transfer
d0b1c173f0dd280,1.01195E+15,6/9/2021 5:34,-34975,Wire Transfer
7da9b62e89e63e7,1.08573E+15,12/29/2021 1:37,-43075,Wire Transfer
05c582059303d6d,1.05773E+15,12/10/2021 3:14,-41050,Wire Transfer
4b4481e01628d45,1.04015E+15,7/30/2021 23:59,49600,Cheque
3b7dc57c30a41ad,1.09673E+15,3/10/2022 0:52,-43525,Wire Transfer
a3750c9cc0b11c1,1.09095E+15,7/1/2022 2:49,25750,NEFT
a34acde6a384bfe,1.08966E+15,8/30/2021 16:57,-27775,Wire Transfer
9747d8f497ebb17,1.0852E+15,8/15/2022 4:14,51175,Wire Transfer
3b4051159ca9d23,1.04406E+15,5/12/2021 8:22,22375,RTGS
c7708d4b1e68074,1.08611E+15,9/15/2022 9:13,58375,Wire Transfer
a562fb0ffbe3594,1.09828E+15,9/19/2022 1:51,-57250,Cheque
77b727319f5c97f,1.01614E+15,1/29/2022 0:59,42175,RTGS
d0bd44c7f2b0633,1.09406E+15,10/26/2021 7:08,30025,Wire Transfer
64a72c7e1e21a70,1.01411E+15,4/7/2021 13:42,11575,Wire Transfer
4c87f1d879f535b,1.02398E+15,6/20/2021 5:05,5275,RTGS
0a4adab624ef7d5,1.06601E+15,4/13/2022 22:51,26650,Wire Transfer
089a8c45952a88f,1.02127E+15,11/26/2021 12:34,-17650,Wire Transfer
b5a5539d24107b0,1.02663E+15,6/18/2022 20:27,-38125,Cheque
ec2cdc6593f3c91,1.08038E+15,6/21/2022 8:57,-18775,NEFT
c3d7978ee4bce7e,1.02962E+15,6/6/2022 13:38,19225,Wire Transfer
6b5d02ae236b6a0,1.03135E+15,3/16/2022 12:20,-46000,RTGS
7ead8852e98294a,1.01756E+15,4/26/2021 9:47,-58600,NEFT
b37a6a22f1c851d,1.01461E+15,3/12/2021 12:00,42625,NEFT
5fb641b48cf6fca,1.09262E+15,12/16/2021 21:11,-24175,RTGS
b7ae0e7b1664efb,1.084E+15,5/22/2021 14:24,-100,NEFT
91e3a6cd6b17e65,1.0153E+15,5/17/2022 19:18,-50275,RTGS
5de0093118dc792,1.04029E+15,3/12/2022 21:45,59500,RTGS
6980c20632c61a7,1.01411E+15,6/25/2021 17:26,-3025,RTGS
050725283afe828,1.06256E+15,7/9/2021 17:31,10450,NEFT
c6d66daa25062cf,1.09586E+15,1/30/2022 23:18,50275,Cheque
5d0fda1d1171e0d,1.01626E+15,9/4/2022 13:37,-53200,NEFT
55a6523425f1245,1.01979E+15,3/29/2021 8:57,36550,RTGS
d9751f430d4d055,1.02095E+15,11/16/2021 22:56,-14725,Cheque
d3dc3cd3efae3be,1.06578E+15,9/19/2021 12:22,-50050,NEFT
bfc8e96c16a8b71,1.02324E+15,9/15/2022 7:17,3700,NEFT
7a9a4ff445df2a3,1.0242E+15,1/24/2022 6:08,-12700,Cheque
ea07e3d86ef8b19,1.06029E+15,7/1/2021 1:55,-100,Wire Transfer
2903c7335a78f82,1.04652E+15,3/26/2021 1:16,27100,RTGS
990b683098a37e0,1.02073E+15,3/12/2022 22:40,-16075,RTGS
eee5bb3c249b013,1.07263E+15,4/1/2021 14:47,23725,Cheque
e38c6e2d41ebbd3,1.04773E+15,9/6/2021 6:33,-40375,NEFT
9970e43e4e6540d,1.04749E+15,6/25/2021 23:46,19675,RTGS
e96ba76b9ce2ecc,1.08985E+15,11/13/2021 20:55,32050,Wire Transfer
1c20d3b1f8907af,1.03758E+15,7/5/2022 22:21,36325,Wire Transfer
10e10ecfd8a61c4,1.08936E+15,4/24/2021 7:28,-6850,Cheque
817e28b289313d0,1.07675E+15,4/24/2021 12:01,-59500,RTGS
1e4dca197e8d0eb,1.07245E+15,7/2/2022 14:54,30025,Wire Transfer
341b2a028f94406,1.08915E+15,3/28/2022 10:00,20350,RTGS
32fc84ce7bf797c,1.07755E+15,4/3/2022 17:58,7075,RTGS
a0a75902affd0af,1.02917E+15,2/7/2021 22:20,42850,NEFT
ba9b8948933eec9,1.03838E+15,8/5/2022 12:15,8650,RTGS
916f4d6f9d1ae5d,1.0707E+15,2/16/2021 9:16,38125,Cheque
bc2e130a6883e18,1.03691E+15,3/19/2021 0:14,30700,Cheque
582d87945d8d2f9,1.07168E+15,8/17/2021 7:26,-10675,Wire Transfer
b266f87546e172b,1.04305E+15,4/25/2022 7:47,-55000,NEFT
9c0402fc62c9511,1.07509E+15,5/9/2022 12:00,-24850,Wire Transfer
5d147097acfd5d3,1.08005E+15,6/11/2021 14:34,-52300,Wire Transfer
4108e8e471d1707,1.08757E+15,4/17/2022 16:07,55000,Wire Transfer
bd753dc4d7101fd,1.07097E+15,9/10/2022 5:35,-36550,NEFT
51130522eb6b19a,1.01711E+15,9/12/2022 14:31,13375,Wire Transfer
d132e344b89f131,1.0862E+15,1/1/2022 18:22,-14950,Cheque
5df3bba99a0e211,1.04583E+15,3/29/2021 16:10,-52975,Cheque
3fed4d4c8d87328,1.0965E+15,7/12/2022 14:44,14500,NEFT
101081a22241c2e,1.09007E+15,3/11/2021 15:32,-46000,Wire Transfer
7ac8bc89ce5f6ca,1.05748E+15,2/11/2022 10:50,57700,Cheque
c2b8d841deb55e1,1.03359E+15,3/13/2022 19:03,-43750,Cheque
ae2efcc00c9cb73,1.02921E+15,5/15/2021 10:45,16975,Wire Transfer
045bcbbbf05db7d,1.04113E+15,6/26/2021 14:21,-46900,RTGS
daafe6ad06a1114,1.02162E+15,8/14/2021 12:47,50500,NEFT
ac23b79dd04a55d,1.04834E+15,7/30/2022 15:09,34075,NEFT
096b45844339aad,1.06001E+15,9/7/2022 1:20,-15400,RTGS
d62154f9ec05a38,1.06471E+15,3/15/2022 15:23,12475,NEFT
2e18db426f4975c,1.08947E+15,3/2/2022 23:15,38350,RTGS
c18da24010a783b,1.04478E+15,10/1/2021 19:38,54775,Cheque
6f1e0f133b472bb,1.09376E+15,6/27/2022 14:53,-51625,Cheque
4e1a3bd490ff3be,1.03118E+15,6/21/2021 21:35,-48475,RTGS
1aeccb6b33d7daf,1.05736E+15,2/15/2022 12:38,20800,Wire Transfer
65ef98857cd6b09,1.05291E+15,4/23/2021 23:04,17875,Wire Transfer
892448a706f7844,1.09065E+15,3/2/2022 5:06,21475,Wire Transfer
4a806c6f4f89ca6,1.02544E+15,2/2/2021 12:44,-43750,NEFT
b60572cd26de7a5,1.05882E+15,6/22/2022 2:29,-21025,Wire Transfer
2c96f417b290cca,1.09851E+15,4/14/2021 7:50,40600,Wire Transfer
3bf8e36ae8cd83a,1.07423E+15,9/6/2022 15:22,39025,RTGS
384938ababab334,1.06095E+15,7/25/2021 20:41,-1000,RTGS
5ebf1805b70f64a,1.06399E+15,1/16/2021 7:02,-52975,NEFT
6db32adf4fbb4c1,1.08934E+15,1/20/2021 7:39,11125,RTGS
de442d9166a0dd2,1.09687E+15,3/6/2022 19:28,58150,RTGS
d45e854a31a791f,1.08136E+15,11/5/2021 23:34,57475,RTGS
a3330f836a6595c,1.04751E+15,3/27/2021 12:27,-59275,NEFT
5341eeff64b2e2b,1.05533E+15,1/1/2021 18:36,-43525,Cheque
b02c5c114610dcb,1.0425E+15,5/30/2022 17:57,52300,NEFT
38597d1bfbe5529,1.05709E+15,6/16/2021 7:49,-23725,RTGS
9945e73d3616569,1.06422E+15,3/12/2021 19:56,-59725,Cheque
ba4df7c5e806951,1.01411E+15,10/6/2021 16:07,-21925,Cheque
c14d3acf6a82b8f,1.08138E+15,3/24/2022 0:29,20350,Cheque
a128673f9bbebc4,1.07621E+15,9/26/2022 4:13,-22150,NEFT
dadc54f70d1ca7b,1.06096E+15,12/18/2021 14:50,49150,Wire Transfer
8f2af31085a4aff,1.01841E+15,4/27/2022 0:05,-21925,RTGS
b36b8fe98a3ee06,1.0138E+15,9/25/2021 2:49,24625,NEFT
4ae2aadf37d7654,1.07667E+15,5/12/2022 15:27,-37900,NEFT
40bffdc33ba7c5a,1.0512E+15,9/2/2021 15:06,-49600,Wire Transfer
cc10dff6d4c99e2,1.06192E+15,4/2/2021 6:48,-49600,Wire Transfer
9992658d489afd8,1.01506E+15,9/19/2022 13:00,-16975,RTGS
1d57f3b32f767f0,1.02178E+15,4/10/2022 9:11,8200,RTGS
cc538b439fd29ac,1.01379E+15,1/24/2022 14:12,-41725,NEFT
0c0775ab91b8b0b,1.01492E+15,6/2/2022 13:26,-55225,NEFT
bc8f65b8406313b,1.0346E+15,9/24/2022 14:40,44425,Cheque
e513f465960602b,1.04148E+15,8/13/2022 19:16,-14950,RTGS
1b86c088ec9dc3e,1.08319E+15,8/19/2022 20:00,-48025,RTGS
2cb92eafc823667,1.02185E+15,5/6/2022 7:23,-48025,NEFT
b7af73b5be00ae5,1.07919E+15,12/4/2021 1:30,15175,Cheque
63ab4754f08a600,1.07597E+15,6/24/2021 15:26,18775,NEFT
e26f70a6ae37fe4,1.0571E+15,1/5/2021 2:20,-10675,Wire Transfer
3b358e8e70ad42d,1.02603E+15,9/16/2022 23:55,-21475,NEFT
1fafa971c4614e7,1.01721E+15,2/1/2021 18:15,13825,Cheque
3dce1f88b19c1e9,1.01648E+15,5/24/2021 10:50,-56125,NEFT
7c4311968fa2722,1.03869E+15,3/30/2021 1:15,22825,NEFT
3bff8ec0e66354d,1.02523E+15,8/1/2021 12:12,-2125,RTGS
0e2be0f8f8c888d,1.09736E+15,5/3/2021 22:07,-22375,RTGS
22b86626f9b84de,1.04356E+15,6/20/2021 15:11,40375,RTGS
21d5d848a50a8d2,1.04794E+15,12/30/2021 20:54,-48700,RTGS
cb5d8af17df7fea,1.0898E+15,8/11/2021 19:01,-55450,Wire Transfer
b761884af0829ac,1.02722E+15,6/10/2022 14:40,41500,Wire Transfer
fc126f83c83d9b9,1.03816E+15,2/5/2022 1:00,-51175,NEFT
653b6a9aea16f66,1.01936E+15,7/27/2021 17:00,58375,Cheque
4e2bc81d3a7497e,1.02987E+15,1/8/2022 1:18,54550,Wire Transfer
3034a1029805b2c,1.01782E+15,4/4/2021 9:01,41725,Wire Transfer
6b91f5dbae33148,1.09941E+15,6/12/2021 6:35,-1450,Cheque
64df1930a728629,1.02228E+15,8/8/2022 12:53,57700,Wire Transfer
975acf4731b7f4d,1.08647E+15,11/18/2021 6:43,32275,RTGS
85e15fda2594184,1.02232E+15,9/6/2021 2:18,-25300,Cheque
a2af3edc92a6f44,1.07428E+15,6/30/2022 17:06,-52750,NEFT
6124c03264c4fd4,1.08302E+15,10/8/2021 8:02,33850,Wire Transfer
257ff798a79d9d0,1.01462E+15,12/6/2021 1:24,38575,RTGS
09c303eebe322bd,1.05708E+15,5/27/2021 17:05,57475,Cheque
2126321ded80671,1.07567E+15,7/20/2022 5:16,-17875,NEFT
d6773e5e62e6efa,1.02735E+15,5/9/2021 13:03,48700,RTGS
5d7c7851b467623,1.05807E+15,7/22/2021 18:30,58825,Cheque
36621b5567bf3b7,1.0669E+15,10/1/2021 0:43,-6625,RTGS
62010712b2a50a0,1.05207E+15,11/15/2021 22:33,-10000,RTGS
b88254bc30d02e4,1.05495E+15,11/16/2021 22:26,10225,Wire Transfer
6b5497d964652f6,1.06727E+15,4/23/2021 8:37,56125,Cheque
4ae82fd4a9fead0,1.0242E+15,5/27/2021 14:40,-25300,NEFT
9cb39ac72b204bf,1.03929E+15,7/10/2021 19:55,33625,NEFT
dec037615958205,1.09046E+15,7/27/2022 12:03,56125,RTGS
b829d0743cd8e96,1.09092E+15,8/27/2021 23:09,-44425,RTGS
04e1da9b4b3d0d3,1.09884E+15,5/3/2021 1:36,-22600,RTGS
f75e708714e6934,1.08532E+15,7/27/2022 8:59,23050,Cheque
875458d7fe93159,1.09738E+15,9/14/2022 15:25,45775,Cheque
f1873c9755e2c92,1.0666E+15,2/9/2021 10:20,32950,Wire Transfer
2c67eed5ad0c38a,1.01612E+15,1/25/2021 15:03,34750,Cheque
6db06d56049399e,1.06116E+15,3/7/2022 21:38,-20575,RTGS
942f15588b69081,1.07507E+15,6/14/2021 23:28,-23725,RTGS
20a2104289d6e34,1.01712E+15,11/18/2021 16:26,-40375,NEFT
22874636aaefa28,1.07153E+15,6/9/2022 11:32,-29575,Cheque
07264b37158d74f,1.06681E+15,1/22/2022 2:31,-43525,NEFT
55fe2574c13aaf8,1.04805E+15,11/14/2021 0:57,-25525,Wire Transfer
8e2a8d5934b5e1d,1.04781E+15,3/29/2022 17:43,-27100,Cheque
