Transacton_Id,Account_No,Time_stamp,Amount,Transaction_mode
c41e004fa4f1c28,1.07E+15,7/11/2021 0:40,"INR 43,750.00",Wire Transfer
8c38c4269e74302,1.08E+15,11/28/2021 19:14,"INR 19,675.00",Wire Transfer
64ac94505e7e509,1.03E+15,2/8/2022 4:04,"INR 12,475.00",NEFT
d9b2250576d60bf,1.06E+15,9/25/2022 11:34,"INR 29,125.00",NEFT
f044b7e22854946,1.05E+15,6/15/2021 8:01,"INR 2,575.00",RTGS
a0e61441b98ff3e,1.05E+15,8/9/2022 8:04,INR 775.00,RTGS
569b4798cc27042,1.06E+15,9/8/2021 0:31,"INR 50,950.00",Wire Transfer
c2d8cf4ef0c9b0e,1.08E+15,12/7/2021 7:52,"-INR 54,325.00",NEFT
ec2a2abd26f3523,1.08E+15,1/3/2022 9:16,"INR 47,575.00",RTGS
faef7c5adc72f83,1.05E+15,8/10/2021 5:52,"-INR 31,600.00",NEFT
03b4fe9551e6862,1.09E+15,6/12/2021 3:18,"-INR 21,700.00",RTGS
5c2a2d59b7c0d1d,1.03E+15,1/23/2021 5:38,"-INR 53,875.00",RTGS
a0625a3904c8f23,1.06E+15,11/6/2021 21:23,"-INR 45,775.00",Cheque
f41daa903ec50f6,1.07E+15,11/5/2021 7:51,"INR 47,125.00",Cheque
12ea44c44f7a039,1.01E+15,6/2/2022 4:07,"-INR 7,075.00",Cheque
7ebab92264e78c0,1.05E+15,4/23/2022 12:12,"INR 11,125.00",Wire Transfer
78f85b7f8fc55a1,1.06E+15,9/24/2021 22:48,"-INR 6,625.00",NEFT
5a26f718cc670aa,1.07E+15,3/26/2022 10:16,"-INR 36,325.00",RTGS
32973c0a4c7b6f0,1.07E+15,3/10/2022 18:44,"INR 42,850.00",Wire Transfer
a6eac8c11bc772f,1.10E+15,4/16/2022 23:15,"-INR 39,700.00",Wire Transfer
4609e6c7a171fb0,1.03E+15,12/18/2021 12:44,"INR 49,375.00",Cheque
e6e79f9bba09f88,1.06E+15,2/13/2021 14:47,"-INR 57,925.00",RTGS
16fc7b324e1f63a,1.04E+15,3/21/2022 16:53,"-INR 43,975.00",Wire Transfer
538aa6b0107b09e,1.04E+15,3/2/2022 4:27,"INR 37,675.00",Cheque
6dd60653bf193fc,1.05E+15,9/13/2022 18:41,"INR 49,825.00",RTGS
227b678a66fbe6f,1.03E+15,7/21/2021 17:39,"INR 17,200.00",Cheque
347f322dfaed95c,1.02E+15,8/15/2022 2:43,"-INR 26,200.00",NEFT
64c55587b38a364,1.04E+15,5/3/2021 17:06,"INR 19,225.00",Cheque
a7adb4f5fc45cbb,1.02E+15,4/13/2022 10:40,"INR 44,650.00",NEFT
1ef479f4466068f,1.04E+15,9/28/2022 1:25,"INR 13,375.00",RTGS
79ac8dc411624b3,1.05E+15,5/28/2022 23:07,"INR 12,700.00",RTGS
8e6ff0279f4ab58,1.08E+15,11/19/2021 19:17,"INR 22,375.00",Cheque
514f8f7512ad85e,1.04E+15,2/11/2022 20:43,"-INR 15,625.00",NEFT
3366b2e73f2bd4a,1.05E+15,8/12/2022 11:34,"-INR 53,200.00",RTGS
4fd73c7c509ad87,1.06E+15,6/19/2022 9:33,"INR 43,075.00",RTGS
118f007019bdc10,1.07E+15,3/23/2021 10:58,"-INR 39,475.00",Wire Transfer
65edd7f8a19bbd9,1.09E+15,8/7/2021 8:36,"-INR 25,300.00",RTGS
3aafd5978ddd414,1.04E+15,2/14/2022 14:11,"-INR 16,300.00",NEFT
a32dd74cd217e26,1.09E+15,7/27/2022 2:09,"INR 3,250.00",Wire Transfer
f4b879222a64bcd,1.03E+15,7/22/2022 1:31,"-INR 25,525.00",Cheque
50561d8ec728490,1.10E+15,6/8/2021 2:53,"-INR 31,375.00",NEFT
870f23e87baa1bd,1.05E+15,4/9/2022 7:07,"INR 25,075.00",RTGS
4e1889f5e2f53e1,1.07E+15,7/30/2021 9:14,"-INR 42,400.00",NEFT
999b83af41c6b33,1.03E+15,3/8/2022 13:34,"INR 4,375.00",Cheque
db022846e3c08c8,1.07E+15,1/16/2021 3:21,INR 325.00,NEFT
56bdf2a21a843e8,1.07E+15,8/24/2022 16:09,"-INR 9,325.00",Cheque
5373527741406f9,1.09E+15,2/25/2022 18:18,"INR 43,075.00",Cheque
03cc3825a8405fb,1.02E+15,1/2/2021 10:24,"INR 58,375.00",NEFT
4bc71ad5d3ea71d,1.08E+15,5/28/2022 16:09,"INR 27,100.00",Wire Transfer
00201c83599e407,1.05E+15,3/15/2022 19:39,"-INR 17,425.00",NEFT
addd1a67b67475b,1.03E+15,11/6/2021 21:24,"INR 47,800.00",Cheque
a10d5a788c50179,1.05E+15,4/19/2022 8:12,"-INR 25,300.00",Cheque
e24edb96954f93a,1.09E+15,12/12/2021 16:44,"-INR 15,400.00",Cheque
388e7a9086ac287,1.04E+15,7/15/2021 20:44,"INR 57,025.00",Cheque
c4c38d8e5812097,1.07E+15,6/9/2022 6:16,"-INR 7,075.00",Wire Transfer
35bc4f26ad4ccdd,1.05E+15,10/12/2021 19:17,"INR 14,950.00",Wire Transfer
11305c0cfae5028,1.08E+15,6/30/2022 17:17,"INR 51,625.00",Cheque
435ccdc78dea2ac,1.06E+15,4/5/2022 11:53,"-INR 7,075.00",Cheque
062cb562c3abb67,1.10E+15,7/14/2021 15:05,"INR 5,275.00",RTGS
734fbda99eb31af,1.01E+15,3/25/2022 20:18,"INR 5,500.00",RTGS
3568c625ca90a6b,1.07E+15,6/1/2021 4:47,"INR 21,250.00",RTGS
05e2f2519090329,1.06E+15,3/4/2021 4:11,"INR 59,500.00",Cheque
80c993c4a834c85,1.03E+15,2/25/2021 13:27,"-INR 14,950.00",Cheque
c06276732bc782c,1.06E+15,5/6/2021 7:48,"INR 12,475.00",NEFT
83f11481cb9ede2,1.09E+15,10/20/2021 15:29,"-INR 59,725.00",RTGS
e60457a6ed53dc5,1.03E+15,2/28/2022 0:54,"-INR 9,775.00",NEFT
9bc0ab3335bdcad,1.04E+15,12/24/2021 7:35,"INR 20,350.00",RTGS
79402a590c7f4b0,1.04E+15,4/26/2021 6:08,"INR 49,375.00",RTGS
80ae3b7b28e9ff6,1.07E+15,1/11/2022 19:54,"INR 34,300.00",RTGS
40f10b7a5d252a4,1.07E+15,9/5/2022 11:49,INR 775.00,NEFT
bf822e801069072,1.08E+15,6/14/2022 5:19,"INR 19,450.00",Cheque
6d9cbf5b8dfb72a,1.07E+15,10/27/2021 0:24,"-INR 21,025.00",NEFT
e2934c265de0d38,1.09E+15,2/25/2022 0:03,"INR 14,950.00",RTGS
5e66ebbabf3cd51,1.08E+15,6/26/2021 15:28,"INR 49,600.00",Wire Transfer
6dabcb327f31b42,1.06E+15,1/29/2021 9:53,"INR 8,425.00",Wire Transfer
380eff7192698a5,1.02E+15,4/24/2021 14:08,"INR 9,775.00",NEFT
1c259b7537c55d4,1.04E+15,1/5/2022 1:30,"-INR 17,425.00",RTGS
6579bb6375f1854,1.03E+15,2/7/2022 22:08,"-INR 59,050.00",Wire Transfer
70810c44581288d,1.06E+15,6/2/2021 19:00,"-INR 36,550.00",Wire Transfer
cf42105359a07c3,1.05E+15,1/23/2022 16:09,"-INR 27,325.00",RTGS
e1a8be942b55490,1.08E+15,6/23/2021 2:28,"-INR 44,200.00",NEFT
b9cf41a3b08b210,1.07E+15,5/23/2021 17:01,"-INR 42,175.00",RTGS
6c046e37f1d32a5,1.01E+15,5/20/2021 19:13,"-INR 45,100.00",NEFT
a0366801d5bea17,1.08E+15,8/21/2022 5:59,"-INR 55,450.00",RTGS
0269d8ff6760467,1.06E+15,1/7/2022 9:52,"-INR 32,500.00",RTGS
248d1a1aff91d75,1.08E+15,3/8/2022 1:01,"INR 25,075.00",Cheque
11cb2aa37721ad4,1.09E+15,4/2/2021 22:18,"INR 47,350.00",Cheque
8d48d4e4bf0e30e,1.05E+15,1/2/2021 10:51,"-INR 37,675.00",NEFT
d7ff50d50803c49,1.05E+15,4/21/2021 9:18,INR 325.00,RTGS
bd7b9ff9dea7453,1.03E+15,8/22/2022 23:00,"INR 13,825.00",NEFT
16cee254c5cc711,1.03E+15,8/21/2021 20:32,"-INR 14,275.00",Cheque
710a6b82589f1db,1.08E+15,10/11/2021 3:03,"INR 13,375.00",Cheque
b33a08f8b10d39c,1.10E+15,12/1/2021 17:18,"INR 9,100.00",NEFT
8196fcc664be0ea,1.07E+15,12/16/2021 4:13,"INR 4,150.00",RTGS
348f291359b974c,1.06E+15,9/12/2022 23:51,"INR 47,575.00",NEFT
170420b893ade51,1.09E+15,9/26/2022 8:50,"-INR 42,850.00",NEFT
1836bfd4fde6693,1.07E+15,2/28/2022 21:26,"-INR 50,275.00",Wire Transfer
c168331647e5513,1.04E+15,5/16/2021 19:02,"-INR 25,975.00",Wire Transfer
99493a34a72c9fb,1.08E+15,2/15/2021 1:21,"-INR 16,300.00",Wire Transfer
c4afb1cb98a7af5,1.03E+15,3/7/2021 2:45,"INR 30,475.00",RTGS
dbb401e539a59b4,1.08E+15,9/22/2021 3:36,"INR 32,725.00",Wire Transfer
70b3fbceccb258e,1.02E+15,8/21/2021 6:39,"INR 17,200.00",Cheque
6a63e781ed9bde0,1.03E+15,6/22/2022 17:25,"-INR 53,425.00",RTGS
edb11d2c5554604,1.06E+15,9/28/2021 14:38,"INR 4,150.00",RTGS
8b02b7eb77a468b,1.03E+15,1/29/2021 8:51,INR 550.00,NEFT
a03fb563c32f158,1.08E+15,7/12/2022 21:22,"-INR 9,550.00",RTGS
771c86e5b281258,1.10E+15,6/9/2021 18:03,"INR 10,225.00",NEFT
de5ee7ddd7752a4,1.07E+15,4/30/2021 16:58,"-INR 49,600.00",Cheque
427483ef4853d95,1.08E+15,2/1/2022 15:16,"INR 55,675.00",NEFT
5af874a3303dd30,1.02E+15,7/5/2021 0:12,"-INR 31,150.00",NEFT
11138b53c516e68,1.07E+15,5/7/2021 23:03,"-INR 26,875.00",NEFT
f51bc383c92c764,1.03E+15,7/16/2021 22:57,"-INR 14,950.00",Cheque
28fdd9efdde18b0,1.04E+15,5/15/2021 9:13,"-INR 49,150.00",Cheque
0a901a6471934e9,1.08E+15,6/21/2021 19:20,"-INR 45,325.00",Wire Transfer
846dc4d0db0ace9,1.02E+15,4/15/2021 14:06,"INR 48,925.00",Cheque
c9d1faa89d98b64,1.06E+15,2/8/2022 19:44,"INR 6,175.00",RTGS
dfa29ffef9dcc5f,1.03E+15,9/26/2021 8:04,"-INR 3,250.00",RTGS
2443a970baf9b7f,1.05E+15,3/24/2021 3:29,"INR 47,350.00",Wire Transfer
23deff446a014ff,1.02E+15,3/17/2022 0:08,"INR 29,350.00",Cheque
a5d4128eeb1690e,1.07E+15,1/28/2021 16:33,"-INR 46,450.00",Cheque
ceec87dd37403b0,1.08E+15,12/16/2021 11:20,"INR 28,675.00",NEFT
d2a7b8d20ea5ab0,1.07E+15,5/26/2021 7:43,"INR 38,350.00",Cheque
88e762c0ce9aac4,1.06E+15,9/4/2022 14:55,"-INR 8,425.00",Wire Transfer
e16de56ddeb1ad8,1.06E+15,8/20/2021 15:51,"-INR 54,775.00",Wire Transfer
d912efad991557a,1.07E+15,9/2/2022 6:00,"INR 26,425.00",NEFT
178bc6e14804eb9,1.06E+15,10/27/2021 0:32,"-INR 19,225.00",RTGS
38c344077e6d3b4,1.09E+15,3/7/2021 4:23,"-INR 56,125.00",RTGS
f71359172002f8f,1.07E+15,1/30/2021 14:41,"INR 15,850.00",NEFT
e4c3a7127b4956e,1.01E+15,11/15/2021 5:30,"INR 34,525.00",Wire Transfer
e4b95ff7eb23fb8,1.02E+15,2/23/2022 7:40,"-INR 58,150.00",RTGS
6b02a9ed178bc50,1.01E+15,10/30/2021 18:00,"INR 22,150.00",NEFT
f328dbbf5067df2,1.08E+15,1/24/2022 2:25,"INR 19,900.00",NEFT
03f2d38c411b423,1.02E+15,11/18/2021 23:38,"INR 28,900.00",NEFT
f9fda23549bee4f,1.06E+15,4/30/2022 6:04,"-INR 58,600.00",Cheque
6b3b64ba6c3d817,1.09E+15,1/9/2021 8:48,"INR 43,750.00",NEFT
d294aea533c86a2,1.03E+15,3/5/2021 2:51,"-INR 35,650.00",Wire Transfer
731d6c9c1915a74,1.05E+15,7/26/2021 4:04,"INR 37,900.00",Wire Transfer
711056dbfe3bdd7,1.07E+15,1/23/2021 18:35,"INR 32,725.00",Wire Transfer
68d9a1e6d497cdc,1.05E+15,7/3/2022 15:04,"-INR 47,350.00",NEFT
cb4c7c2339a472d,1.02E+15,6/28/2022 8:18,"-INR 54,775.00",NEFT
c457f0d857fa3d7,1.09E+15,3/6/2021 23:39,"INR 31,600.00",Wire Transfer
42c7cf2b8e80c2e,1.06E+15,1/17/2021 20:45,"-INR 41,725.00",NEFT
6fc09a0eb0c7b17,1.07E+15,10/25/2021 10:34,"INR 39,475.00",RTGS
e34a4e9a4eca1d1,1.04E+15,8/9/2022 3:48,"-INR 16,750.00",Wire Transfer
cd109cc8c8a8ff5,1.09E+15,4/5/2021 18:55,"-INR 1,000.00",RTGS
48bfa96ef62fc9c,1.07E+15,5/23/2021 9:42,"INR 19,675.00",Cheque
6cf091a3d47070c,1.02E+15,1/5/2022 15:02,"-INR 15,625.00",Wire Transfer
b231372f9d17808,1.06E+15,9/29/2021 10:15,"-INR 15,625.00",Wire Transfer
fb7c1218148ad69,1.07E+15,9/5/2022 2:40,"INR 58,375.00",NEFT
7793d2ec1702090,1.02E+15,9/2/2022 4:32,"INR 8,875.00",RTGS
912574adac8a4f0,1.09E+15,7/17/2022 23:22,"-INR 48,700.00",RTGS
08843fc0393eb71,1.07E+15,5/9/2022 19:08,"-INR 25,525.00",RTGS
f04a8af8faf227c,1.02E+15,6/1/2022 22:44,"INR 31,600.00",Cheque
4d54efa52fe1f8c,1.03E+15,2/11/2021 13:08,"INR 15,175.00",Cheque
e9de95328b287e2,1.05E+15,3/5/2022 6:09,"INR 16,075.00",Cheque
eb1650953d2674c,1.08E+15,6/21/2022 7:49,"-INR 52,525.00",RTGS
e331c90c11bae78,1.04E+15,1/2/2021 17:09,"-INR 55,450.00",Wire Transfer
db28670705bf3a3,1.04E+15,4/5/2022 3:39,"-INR 7,075.00",NEFT
4a14f39b08b4a70,1.09E+15,3/28/2022 19:08,"-INR 40,150.00",Cheque
231211a4fe349a0,1.10E+15,1/17/2021 2:12,"INR 17,425.00",Cheque
bee74d201808450,1.03E+15,2/16/2022 17:00,"-INR 7,525.00",Cheque
8636bba492022f9,1.02E+15,8/5/2021 11:49,"-INR 20,125.00",Cheque
e1ba647d6a98469,1.05E+15,4/20/2022 6:17,"-INR 46,450.00",Cheque
205c2ec65e45cd6,1.10E+15,3/13/2022 12:52,"-INR 31,600.00",Cheque
6e4e54323d1d3b0,1.04E+15,10/19/2021 9:25,"-INR 55,900.00",Cheque
71c27a7c93c2fa6,1.04E+15,4/20/2021 16:57,"INR 11,575.00",RTGS
16ae7d3dea6a95b,1.08E+15,9/18/2021 4:45,"INR 57,475.00",RTGS
c2ce34f1c867e7b,1.02E+15,1/19/2021 17:16,"INR 50,275.00",Wire Transfer
d0b1c173f0dd280,1.03E+15,3/12/2021 6:24,"-INR 10,450.00",Wire Transfer
7da9b62e89e63e7,1.05E+15,5/13/2021 12:53,"-INR 2,350.00",RTGS
05c582059303d6d,1.10E+15,7/15/2021 12:50,"-INR 52,525.00",NEFT
4b4481e01628d45,1.02E+15,6/5/2022 12:53,"INR 38,800.00",NEFT
3b7dc57c30a41ad,1.10E+15,3/14/2022 22:21,"INR 11,125.00",RTGS
a3750c9cc0b11c1,1.03E+15,9/24/2021 23:41,"-INR 38,350.00",Wire Transfer
a34acde6a384bfe,1.02E+15,3/3/2021 9:11,"-INR 22,825.00",NEFT
9747d8f497ebb17,1.06E+15,8/29/2021 1:53,"INR 2,350.00",RTGS
3b4051159ca9d23,1.08E+15,1/19/2022 14:11,"INR 5,950.00",RTGS
c7708d4b1e68074,1.08E+15,5/18/2021 1:41,"INR 39,475.00",NEFT
a562fb0ffbe3594,1.06E+15,12/19/2021 13:38,"-INR 49,600.00",RTGS
77b727319f5c97f,1.08E+15,11/30/2021 9:40,"INR 45,100.00",Wire Transfer
d0bd44c7f2b0633,1.03E+15,2/25/2021 13:08,"-INR 24,175.00",NEFT
64a72c7e1e21a70,1.02E+15,2/18/2021 6:26,"-INR 27,550.00",NEFT
4c87f1d879f535b,1.02E+15,2/25/2021 18:29,"-INR 52,525.00",NEFT
0a4adab624ef7d5,1.03E+15,9/29/2022 22:54,"INR 3,250.00",Wire Transfer
089a8c45952a88f,1.06E+15,4/5/2021 23:22,"-INR 10,675.00",Wire Transfer
b5a5539d24107b0,1.09E+15,2/10/2021 16:17,"INR 8,650.00",NEFT
ec2cdc6593f3c91,1.09E+15,3/6/2021 21:03,"-INR 27,775.00",RTGS
c3d7978ee4bce7e,1.09E+15,4/1/2022 17:53,"INR 11,800.00",Cheque
6b5d02ae236b6a0,1.02E+15,8/29/2021 11:39,"-INR 29,350.00",NEFT
7ead8852e98294a,1.04E+15,3/11/2021 0:32,"-INR 33,400.00",RTGS
b37a6a22f1c851d,1.04E+15,3/19/2021 2:23,"-INR 51,850.00",Wire Transfer
5fb641b48cf6fca,1.02E+15,8/17/2021 3:24,"-INR 38,575.00",Wire Transfer
b7ae0e7b1664efb,1.03E+15,11/13/2021 3:16,"-INR 6,850.00",Cheque
91e3a6cd6b17e65,1.09E+15,3/2/2022 2:07,"-INR 49,375.00",RTGS
5de0093118dc792,1.08E+15,6/28/2021 14:23,"-INR 8,200.00",Cheque
6980c20632c61a7,1.06E+15,3/21/2022 4:51,"INR 25,525.00",Cheque
050725283afe828,1.08E+15,10/27/2021 6:32,"-INR 40,150.00",NEFT
c6d66daa25062cf,1.05E+15,1/3/2021 13:18,"INR 19,000.00",Cheque
5d0fda1d1171e0d,1.05E+15,8/22/2021 2:04,"INR 14,950.00",RTGS
55a6523425f1245,1.04E+15,2/24/2021 7:17,"INR 24,400.00",RTGS
d9751f430d4d055,1.06E+15,4/20/2021 5:51,"-INR 3,025.00",Wire Transfer
d3dc3cd3efae3be,1.05E+15,5/28/2021 20:40,"INR 33,850.00",Cheque
bfc8e96c16a8b71,1.06E+15,6/3/2021 14:16,"INR 8,875.00",NEFT
7a9a4ff445df2a3,1.04E+15,6/23/2022 6:31,"-INR 31,375.00",RTGS
ea07e3d86ef8b19,1.08E+15,8/2/2022 2:25,"INR 19,000.00",RTGS
2903c7335a78f82,1.09E+15,5/3/2022 12:19,"-INR 14,050.00",NEFT
990b683098a37e0,1.03E+15,3/19/2022 3:30,"INR 7,300.00",NEFT
eee5bb3c249b013,1.07E+15,9/28/2022 9:47,"-INR 14,050.00",NEFT
e38c6e2d41ebbd3,1.02E+15,4/8/2021 14:12,"-INR 46,450.00",RTGS
9970e43e4e6540d,1.04E+15,4/30/2022 4:56,"-INR 55,000.00",Cheque
e96ba76b9ce2ecc,1.07E+15,6/23/2022 21:18,"INR 20,350.00",Cheque
1c20d3b1f8907af,1.06E+15,5/14/2022 22:33,"-INR 25,975.00",Wire Transfer
10e10ecfd8a61c4,1.06E+15,2/1/2021 7:36,"INR 55,000.00",RTGS
817e28b289313d0,1.04E+15,7/15/2022 12:15,"-INR 55,000.00",Cheque
1e4dca197e8d0eb,1.05E+15,6/14/2022 13:28,"INR 12,925.00",NEFT
341b2a028f94406,1.01E+15,8/4/2021 11:15,"INR 20,350.00",Wire Transfer
32fc84ce7bf797c,1.09E+15,2/15/2022 1:35,"-INR 17,875.00",Cheque
a0a75902affd0af,1.09E+15,7/15/2021 12:05,"-INR 29,125.00",Wire Transfer
ba9b8948933eec9,1.06E+15,7/4/2021 5:30,"-INR 3,025.00",NEFT
916f4d6f9d1ae5d,1.07E+15,8/15/2022 10:58,"INR 34,300.00",Wire Transfer
bc2e130a6883e18,1.07E+15,3/21/2021 8:34,"INR 6,400.00",Wire Transfer
582d87945d8d2f9,1.09E+15,4/3/2021 20:54,"-INR 32,725.00",Wire Transfer
b266f87546e172b,1.09E+15,5/8/2021 7:30,"INR 21,250.00",RTGS
9c0402fc62c9511,1.10E+15,2/15/2022 20:34,"-INR 5,275.00",NEFT
5d147097acfd5d3,1.04E+15,9/12/2021 12:41,"INR 39,475.00",Cheque
4108e8e471d1707,1.07E+15,4/13/2021 2:33,"-INR 23,050.00",Cheque
bd753dc4d7101fd,1.04E+15,6/10/2021 18:39,"INR 15,175.00",Cheque
51130522eb6b19a,1.02E+15,3/2/2021 4:34,"-INR 34,750.00",NEFT
d132e344b89f131,1.02E+15,10/6/2021 2:57,"INR 23,725.00",NEFT
5df3bba99a0e211,1.02E+15,3/5/2022 23:43,"-INR 8,200.00",Cheque
3fed4d4c8d87328,1.02E+15,3/20/2022 20:54,"-INR 37,000.00",Cheque
101081a22241c2e,1.08E+15,1/18/2022 8:05,"-INR 32,500.00",NEFT
7ac8bc89ce5f6ca,1.05E+15,9/24/2021 15:08,"-INR 59,500.00",Wire Transfer
c2b8d841deb55e1,1.06E+15,10/1/2021 20:39,"-INR 49,375.00",Wire Transfer
ae2efcc00c9cb73,1.08E+15,5/20/2022 1:13,"INR 57,250.00",Cheque
045bcbbbf05db7d,1.03E+15,3/24/2022 8:57,"-INR 45,775.00",NEFT
daafe6ad06a1114,1.07E+15,10/13/2021 23:45,"INR 59,950.00",Cheque
ac23b79dd04a55d,1.05E+15,9/15/2021 16:46,"INR 11,350.00",NEFT
096b45844339aad,1.04E+15,9/29/2022 23:56,"-INR 12,475.00",Cheque
d62154f9ec05a38,1.02E+15,1/8/2022 22:10,"INR 23,500.00",RTGS
2e18db426f4975c,1.02E+15,11/30/2021 2:35,"-INR 19,225.00",Wire Transfer
c18da24010a783b,1.05E+15,2/18/2021 1:34,"-INR 48,925.00",Cheque
6f1e0f133b472bb,1.02E+15,4/22/2021 8:58,"INR 59,950.00",Wire Transfer
4e1a3bd490ff3be,1.08E+15,8/23/2021 9:01,"-INR 41,950.00",Cheque
1aeccb6b33d7daf,1.05E+15,9/23/2022 2:44,"-INR 58,150.00",NEFT
65ef98857cd6b09,1.08E+15,8/23/2022 14:41,"-INR 21,025.00",RTGS
892448a706f7844,1.03E+15,10/29/2021 12:06,"INR 47,350.00",Wire Transfer
4a806c6f4f89ca6,1.03E+15,5/11/2022 22:29,"INR 46,000.00",NEFT
b60572cd26de7a5,1.03E+15,2/24/2021 14:09,"-INR 53,650.00",NEFT
2c96f417b290cca,1.10E+15,1/23/2021 22:48,"-INR 37,675.00",NEFT
3bf8e36ae8cd83a,1.04E+15,7/23/2021 0:41,"-INR 35,425.00",Wire Transfer
384938ababab334,1.04E+15,4/7/2022 4:46,"-INR 17,650.00",RTGS
5ebf1805b70f64a,1.04E+15,11/18/2021 10:32,-INR 550.00,Cheque
6db32adf4fbb4c1,1.05E+15,9/21/2022 11:51,"-INR 32,725.00",Cheque
de442d9166a0dd2,1.09E+15,8/23/2022 5:47,"INR 34,525.00",Cheque
d45e854a31a791f,1.04E+15,3/29/2022 4:42,"-INR 8,200.00",Cheque
a3330f836a6595c,1.04E+15,1/27/2022 10:03,"INR 55,000.00",NEFT
5341eeff64b2e2b,1.03E+15,7/26/2022 1:13,"-INR 31,600.00",RTGS
b02c5c114610dcb,1.02E+15,2/11/2021 18:15,"-INR 15,400.00",NEFT
38597d1bfbe5529,1.05E+15,5/26/2022 1:40,"-INR 31,600.00",Wire Transfer
9945e73d3616569,1.09E+15,7/24/2021 20:05,"-INR 46,225.00",Cheque
ba4df7c5e806951,1.02E+15,11/9/2021 3:40,"INR 26,200.00",Cheque
c14d3acf6a82b8f,1.07E+15,3/21/2022 23:16,"-INR 40,600.00",NEFT
a128673f9bbebc4,1.05E+15,6/13/2022 22:53,"-INR 54,100.00",Wire Transfer
dadc54f70d1ca7b,1.02E+15,1/31/2021 0:47,"INR 32,950.00",Wire Transfer
8f2af31085a4aff,1.10E+15,8/21/2022 1:47,"-INR 37,225.00",NEFT
b36b8fe98a3ee06,1.08E+15,1/20/2021 14:06,"INR 29,800.00",NEFT
4ae2aadf37d7654,1.05E+15,6/13/2021 1:28,"INR 49,600.00",NEFT
40bffdc33ba7c5a,1.10E+15,4/4/2022 22:33,"INR 9,100.00",NEFT
cc10dff6d4c99e2,1.10E+15,12/30/2021 14:01,"INR 42,175.00",Wire Transfer
9992658d489afd8,1.07E+15,8/2/2022 12:37,"INR 10,450.00",NEFT
1d57f3b32f767f0,1.07E+15,2/21/2022 6:44,"INR 12,025.00",NEFT
cc538b439fd29ac,1.02E+15,1/12/2022 14:32,"-INR 18,325.00",NEFT
0c0775ab91b8b0b,1.06E+15,3/30/2021 11:55,"-INR 42,850.00",RTGS
bc8f65b8406313b,1.07E+15,2/18/2022 4:30,"-INR 2,575.00",RTGS
e513f465960602b,1.03E+15,2/28/2022 13:10,"-INR 25,300.00",RTGS
1b86c088ec9dc3e,1.09E+15,2/23/2022 8:30,"-INR 2,575.00",Cheque
2cb92eafc823667,1.09E+15,2/16/2021 1:06,"-INR 21,025.00",Wire Transfer
b7af73b5be00ae5,1.05E+15,8/27/2022 20:58,"-INR 59,725.00",NEFT
63ab4754f08a600,1.03E+15,10/13/2021 19:08,"-INR 48,025.00",Cheque
